,userID,itemID,prediction
0,1,2858,9.1937475
1,1,1210,9.010236
2,1,3114,8.826449
3,1,356,8.532817
4,1,3751,8.333207
5,1,34,8.260842
6,1,912,8.239505
7,1,1196,8.236415
8,1,2396,8.23005
9,1,1265,8.203161
10,2,858,6.7473316
11,2,1196,6.690329
12,2,2028,6.571239
13,2,1617,6.5703244
14,2,527,6.497365
15,2,260,6.4236484
16,2,1221,6.245997
17,2,608,6.1462693
18,2,912,6.0455537
19,2,1240,5.9458165
20,3,1580,8.164285
21,3,2571,8.105314
22,3,589,7.9889665
23,3,2628,7.7379255
24,3,2028,7.6903567
25,3,356,7.681357
26,3,2916,7.586314
27,3,2000,7.573815
28,3,457,7.566107
29,3,110,7.536399
30,4,1196,10.008161
31,4,480,9.107773
32,4,589,9.098147
33,4,858,8.883444
34,4,2571,8.850516
35,4,1200,8.849983
36,4,1221,8.617865
37,4,924,8.575974
38,4,1617,8.416784
39,4,1270,8.388914
40,5,2762,7.2006836
41,5,527,7.0570006
42,5,2396,6.888661
43,5,3160,6.5227365
44,5,2336,6.450454
45,5,2395,6.4161506
46,5,223,6.25161
47,5,36,6.188821
48,5,2686,6.1844397
49,5,3897,6.14518
50,6,2080,6.7091813
51,6,3114,6.365862
52,6,356,6.3083787
53,6,1210,6.2500396
54,6,2355,6.199427
55,6,919,6.1677055
56,6,1,6.1147256
57,6,1197,5.9777145
58,6,2085,5.8652515
59,6,1282,5.8563647
60,7,589,9.738332
61,7,2571,9.548072
62,7,480,9.456515
63,7,1196,8.961648
64,7,1210,8.913439
65,7,457,8.879589
66,7,260,8.673159
67,7,780,8.339987
68,7,2628,8.262917
69,7,1200,8.232183
70,8,608,7.216625
71,8,318,7.1330137
72,8,593,7.071646
73,8,1704,7.002446
74,8,3418,6.901622
75,8,1393,6.734128
76,8,1617,6.678186
77,8,50,6.6404405
78,8,457,6.608947
79,8,356,6.4673448
80,9,2997,7.8325567
81,9,608,7.6578317
82,9,593,7.60954
83,9,296,7.397725
84,9,3578,7.2446485
85,9,2396,7.14123
86,9,50,7.0699286
87,9,110,6.929929
88,9,3897,6.894069
89,9,356,6.7301803
90,10,1097,6.716162
91,10,2080,6.5902696
92,10,1073,6.1709766
93,10,364,6.0293775
94,10,2085,5.9687715
95,10,2087,5.879072
96,10,2987,5.8471966
97,10,1265,5.7960052
98,10,1029,5.683568
99,10,1136,5.675418
100,11,1784,7.143862
101,11,39,6.9672284
102,11,2396,6.9612503
103,11,1393,6.9004
104,11,34,6.7257175
105,11,608,6.6664486
106,11,527,6.4754868
107,11,1,6.424299
108,11,2599,6.372573
109,11,296,6.3648386
110,12,1214,8.270589
111,12,260,8.212527
112,12,1196,8.004882
113,12,1617,7.9610853
114,12,589,7.9464426
115,12,924,7.82898
116,12,480,7.79286
117,12,1210,7.7690797
118,12,541,7.650744
119,12,908,7.5017366
120,13,1196,8.011082
121,13,1200,7.934839
122,13,2916,7.809794
123,13,1240,7.6303806
124,13,1214,7.5283656
125,13,1356,7.3103695
126,13,3527,7.1309605
127,13,2529,6.990205
128,13,1676,6.9010267
129,13,2115,6.8282275
130,14,2997,8.109136
131,14,2762,7.806158
132,14,1617,7.215065
133,14,2716,7.108358
134,14,527,7.090157
135,14,2599,6.8518023
136,14,593,6.8097982
137,14,1193,6.7999554
138,14,858,6.7996206
139,14,2987,6.772435
140,15,2028,9.203584
141,15,110,8.905556
142,15,480,8.898438
143,15,1580,8.545588
144,15,608,8.501868
145,15,589,8.497924
146,15,2628,8.49306
147,15,527,8.423154
148,15,318,8.392568
149,15,377,8.359966
150,16,2683,9.646848
151,16,2694,8.724572
152,16,2688,8.646502
153,16,2706,8.562899
154,16,2710,8.544087
155,16,3005,8.507505
156,16,2605,8.417102
157,16,2881,8.407634
158,16,2541,8.069787
159,16,2712,7.6878777
160,17,589,7.4066563
161,17,2571,6.9385176
162,17,1210,6.4995966
163,17,1240,6.3766026
164,17,1617,6.129265
165,17,3703,6.088102
166,17,2628,6.057765
167,17,1199,6.039955
168,17,3702,6.014627
169,17,858,5.881395
170,18,260,6.5084653
171,18,356,6.472355
172,18,1197,6.255311
173,18,1270,6.1796575
174,18,2628,6.1467624
175,18,480,6.146077
176,18,2571,5.9881315
177,18,1198,5.9681897
178,18,2406,5.892307
179,18,1265,5.771605
180,19,260,6.3571396
181,19,2716,6.0175176
182,19,2858,5.645819
183,19,1127,5.5430226
184,19,2571,5.5353193
185,19,2762,5.5337706
186,19,1580,5.5150275
187,19,1215,5.3067384
188,19,3578,5.232886
189,19,2657,5.101423
190,20,480,9.730215
191,20,2571,9.494699
192,20,1210,9.118066
193,20,1580,8.956125
194,20,2628,8.853379
195,20,1196,8.792645
196,20,260,8.789823
197,20,3793,8.542593
198,20,2916,8.487351
199,20,780,8.171299
200,21,2683,6.051756
201,21,2694,6.033468
202,21,2826,5.6961637
203,21,2699,5.6827307
204,21,3793,5.681751
205,21,2722,5.594487
206,21,2706,5.566453
207,21,2710,5.528431
208,21,3623,5.4296694
209,21,1911,5.413052
210,22,356,5.927916
211,22,2571,5.9020605
212,22,377,5.643405
213,22,589,5.6131673
214,22,367,5.592901
215,22,1,5.458043
216,22,1377,5.41481
217,22,1777,5.404454
218,22,260,5.403324
219,22,733,5.4016275
220,23,1210,7.3752565
221,23,608,7.059536
222,23,1198,6.874421
223,23,1270,6.8108554
224,23,2028,6.738893
225,23,593,6.6740103
226,23,1387,6.597539
227,23,1206,6.5391192
228,23,1097,6.483
229,23,527,6.471567
230,24,1210,8.45497
231,24,1617,8.350135
232,24,593,8.332917
233,24,356,8.208467
234,24,2396,8.073936
235,24,1196,8.022781
236,24,912,7.970652
237,24,2997,7.8657193
238,24,34,7.5190578
239,24,2762,7.4264593
240,25,480,6.616771
241,25,2571,6.480376
242,25,589,6.3007913
243,25,3578,6.1628723
244,25,2762,6.157237
245,25,1127,6.0316634
246,25,2858,5.8520727
247,25,2699,5.8252425
248,25,2916,5.743512
249,25,3623,5.7359066
250,26,1265,7.8904366
251,26,597,7.7909794
252,26,2918,7.0912495
253,26,587,6.99854
254,26,1,6.972622
255,26,2302,6.968244
256,26,357,6.8023396
257,26,34,6.7047048
258,26,339,6.573625
259,26,1747,6.56913
260,27,919,6.4557896
261,27,1230,6.293177
262,27,924,6.2176886
263,27,1196,6.134574
264,27,1210,6.1043816
265,27,1214,5.921314
266,27,750,5.864233
267,27,858,5.849026
268,27,1270,5.842425
269,27,1221,5.8365874
270,28,919,7.4689627
271,28,1210,7.399479
272,28,1617,7.397097
273,28,260,7.3960867
274,28,858,7.3905735
275,28,608,7.258266
276,28,1270,7.1301775
277,28,920,7.084272
278,28,1097,7.0591674
279,28,1221,7.0355597
280,29,1214,8.003129
281,29,3702,7.653262
282,29,260,7.380706
283,29,3703,7.2902474
284,29,1201,6.956476
285,29,2985,6.8210177
286,29,1610,6.741177
287,29,2640,6.6759114
288,29,1676,6.4950876
289,29,1356,6.4896984
290,30,318,5.6622286
291,30,593,5.629944
292,30,3897,5.421574
293,30,3160,5.343017
294,30,2908,5.33861
295,30,3006,5.230233
296,30,2599,5.217222
297,30,2959,5.1638656
298,30,3408,5.1596003
299,30,3578,5.137068
300,31,919,5.803295
301,31,2080,5.799754
302,31,1028,5.354695
303,31,899,5.307144
304,31,1278,5.278146
305,31,914,5.2611594
306,31,1947,5.2477193
307,31,2791,5.213498
308,31,1294,5.1809278
309,31,1269,5.1656556
310,32,2858,9.717205
311,32,527,8.555545
312,32,2997,8.354395
313,32,318,8.34995
314,32,593,8.09929
315,32,2396,7.8823676
316,32,2028,7.833141
317,32,296,7.7305436
318,32,912,7.719189
319,32,858,7.5903463
320,33,858,7.9335165
321,33,1617,7.8642206
322,33,608,7.514879
323,33,1219,7.4564333
324,33,924,7.269147
325,33,1193,7.2368608
326,33,750,7.139102
327,33,593,7.1043053
328,33,541,6.9217143
329,33,1276,6.883788
330,34,356,7.9213805
331,34,1265,7.650485
332,34,1784,7.378384
333,34,588,7.269293
334,34,1777,7.049801
335,34,1569,6.8549104
336,34,1517,6.8340526
337,34,2918,6.8070154
338,34,3255,6.7534547
339,34,500,6.7287354
340,35,899,5.954316
341,35,920,5.8663945
342,35,969,5.648216
343,35,1304,5.6468945
344,35,898,5.5067587
345,35,1234,5.4000697
346,35,1947,5.396216
347,35,955,5.3114347
348,35,1244,5.2908134
349,35,1307,5.258179
350,36,1617,6.8044295
351,36,1198,6.6467648
352,36,593,6.534911
353,36,110,6.316766
354,36,2628,6.2039566
355,36,1097,6.0818043
356,36,2762,6.034376
357,36,318,5.984996
358,36,3578,5.833908
359,36,1193,5.7961597
360,37,356,7.0973625
361,37,2858,6.847915
362,37,1,6.7510366
363,37,588,6.5701795
364,37,34,6.4486685
365,37,3114,6.2999563
366,37,1270,6.2473063
367,37,2396,6.183374
368,37,1784,6.1380453
369,37,39,6.1146793
370,38,2424,7.6031537
371,38,1569,7.5945454
372,38,597,7.3395324
373,38,11,7.218626
374,38,1784,7.168963
375,38,356,7.0669117
376,38,1265,7.043926
377,38,3255,6.9425507
378,38,34,6.7763085
379,38,588,6.654018
380,39,2683,10.587212
381,39,2688,9.687594
382,39,2881,9.530701
383,39,2694,9.433219
384,39,2605,9.375572
385,39,2770,9.368355
386,39,2541,9.202934
387,39,1911,9.127387
388,39,2433,8.836847
389,39,2707,8.736533
390,40,260,7.1143956
391,40,1214,6.894158
392,40,1200,6.855243
393,40,1374,6.8006864
394,40,2529,6.7557154
395,40,1240,6.725493
396,40,1201,6.669749
397,40,3702,6.572444
398,40,1304,6.42792
399,40,2640,6.3457212
400,41,2355,6.7981296
401,41,2858,6.78932
402,41,3114,6.6656404
403,41,2396,6.495762
404,41,356,6.4047003
405,41,2997,6.253837
406,41,2683,6.244017
407,41,1,5.999118
408,41,588,5.9948134
409,41,1210,5.9653373
410,42,1196,9.764396
411,42,260,9.6537485
412,42,1240,9.651673
413,42,2916,9.35135
414,42,1374,9.123009
415,42,2529,9.098187
416,42,1676,8.522243
417,42,780,8.186946
418,42,1270,8.178557
419,42,316,8.153833
420,43,2683,11.208528
421,43,2997,10.447595
422,43,2355,10.418538
423,43,2706,10.220213
424,43,3408,10.107064
425,43,2881,9.907146
426,43,2694,9.701342
427,43,2770,9.604248
428,43,2688,9.574124
429,43,3578,9.504048
430,44,1210,7.661409
431,44,1214,7.577082
432,44,1580,6.974393
433,44,1200,6.7580366
434,44,919,6.6174703
435,44,2791,6.5327377
436,44,588,6.4876094
437,44,3114,6.410455
438,44,1,6.3233395
439,44,589,6.2372212
440,45,1569,7.1527677
441,45,597,6.8887115
442,45,1307,6.684384
443,45,11,6.6458745
444,45,838,6.489794
445,45,339,6.4142537
446,45,356,6.4125614
447,45,2396,6.194375
448,45,1393,6.113527
449,45,1777,6.094767
450,46,3499,6.6146975
451,46,1261,6.4629164
452,46,2455,6.251075
453,46,70,6.2448244
454,46,1342,6.139185
455,46,366,6.131797
456,46,1997,6.1008787
457,46,1327,6.0799747
458,46,1345,6.031164
459,46,1215,6.01288
460,47,2858,8.789991
461,47,608,8.572734
462,47,1617,8.499979
463,47,912,8.228647
464,47,296,8.185103
465,47,1265,8.049104
466,47,2396,7.982803
467,47,1094,7.9124784
468,47,1213,7.860753
469,47,2028,7.8574424
470,48,1210,7.780081
471,48,588,7.4108167
472,48,260,7.334633
473,48,1270,7.2199416
474,48,1097,7.0935063
475,48,2628,7.0150642
476,48,2000,6.8211155
477,48,1073,6.6213913
478,48,2916,6.591327
479,48,1610,6.477292
480,49,260,7.3671317
481,49,480,7.060334
482,49,1214,6.8842278
483,49,1200,6.719157
484,49,1240,6.6670556
485,49,1198,6.5115514
486,49,1097,6.3112535
487,49,541,6.2518134
488,49,924,6.160906
489,49,1270,6.0257325
490,50,3948,5.970108
491,50,3753,5.861486
492,50,3555,5.700748
493,50,3484,5.601418
494,50,3481,5.5279875
495,50,3624,5.477412
496,50,3513,5.390258
497,50,3916,5.355979
498,50,3897,5.3536344
499,50,3512,5.2856393
500,51,3948,7.1708846
501,51,3578,7.107006
502,51,480,7.0567455
503,51,2997,6.9428005
504,51,3481,6.940638
505,51,356,6.927635
506,51,3753,6.925393
507,51,1580,6.7954063
508,51,3755,6.7472286
509,51,3751,6.7258334
510,52,589,7.5130877
511,52,2571,7.4744
512,52,2916,7.445039
513,52,377,6.9560847
514,52,2058,6.9312596
515,52,110,6.8272214
516,52,349,6.8111033
517,52,474,6.7587934
518,52,3256,6.700997
519,52,292,6.594495
520,53,608,6.0500093
521,53,1617,5.7381043
522,53,1210,5.67202
523,53,527,5.4971285
524,53,2858,5.4928145
525,53,457,5.389409
526,53,1198,5.3442106
527,53,110,5.2536583
528,53,1200,5.18585
529,53,1265,5.158744
530,54,919,8.146671
531,54,912,8.068408
532,54,1304,7.515103
533,54,1225,7.489098
534,54,899,7.4601426
535,54,1234,7.4133153
536,54,1307,7.3896704
537,54,1294,7.354245
538,54,1247,7.3443656
539,54,920,7.2618823
540,55,2858,8.203787
541,55,318,7.1818166
542,55,2997,7.0785775
543,55,2028,7.023007
544,55,2396,6.9986033
545,55,1210,6.9645963
546,55,608,6.7852173
547,55,1617,6.783848
548,55,912,6.5482025
549,55,858,6.454601
550,56,608,9.209852
551,56,1265,8.8717375
552,56,296,8.7561035
553,56,1704,8.58931
554,56,356,8.478022
555,56,1393,8.14529
556,56,3418,8.076226
557,56,50,8.053558
558,56,1784,8.028264
559,56,1094,7.851661
560,57,3948,7.288155
561,57,3578,7.1264277
562,57,3481,7.1129193
563,57,3555,7.103607
564,57,3897,6.9579287
565,57,2858,6.9089866
566,57,3354,6.720384
567,57,3409,6.619483
568,57,3863,6.556814
569,57,3510,6.550547
570,58,1200,8.428154
571,58,1097,7.9475307
572,58,2916,7.657311
573,58,541,7.657096
574,58,1580,7.653607
575,58,3702,7.218208
576,58,1197,7.1535935
577,58,1617,7.1295023
578,58,2640,7.032497
579,58,1206,7.0251684
580,59,1252,7.13511
581,59,858,6.6253133
582,59,1221,6.5656796
583,59,1269,6.377214
584,59,1284,6.3600526
585,59,1256,6.3258114
586,59,1234,6.272774
587,59,1235,6.230052
588,59,1196,6.183543
589,59,1219,6.1777444
590,60,1210,7.032885
591,60,2571,6.9739704
592,60,480,6.953557
593,60,2028,6.9496512
594,60,457,6.84624
595,60,2858,6.7206306
596,60,2762,6.717917
597,60,110,6.705204
598,60,377,6.69921
599,60,1196,6.591546
600,61,3484,7.3888893
601,61,3409,7.37764
602,61,3510,7.1068215
603,61,3793,7.10453
604,61,3513,7.0916286
605,61,3717,6.765039
606,61,3300,6.720078
607,61,3623,6.7121096
608,61,3354,6.697657
609,61,3624,6.669228
610,62,527,4.721085
611,62,1265,4.675262
612,62,1234,4.6702437
613,62,919,4.398798
614,62,2406,4.387006
615,62,1198,4.3490734
616,62,1221,4.3133874
617,62,1231,4.2919526
618,62,2000,4.2640314
619,62,1210,4.2413535
620,63,2710,8.313697
621,63,2605,7.210602
622,63,2959,7.183152
623,63,2976,6.8323164
624,63,1911,6.7370167
625,63,2433,6.717662
626,63,2598,6.6591635
627,63,785,6.6421895
628,63,3113,6.640646
629,63,2826,6.5490203
630,64,480,8.401166
631,64,589,8.2708435
632,64,2571,8.050598
633,64,1580,7.790374
634,64,2628,7.4223304
635,64,2028,7.3123627
636,64,260,7.151713
637,64,1196,7.1189036
638,64,3753,7.103392
639,64,2762,7.0944114
640,65,110,7.8759685
641,65,2628,7.828936
642,65,589,7.759902
643,65,457,7.7409096
644,65,1197,7.708166
645,65,1270,7.515587
646,65,2000,7.208393
647,65,527,7.198447
648,65,593,7.1559305
649,65,2916,7.1399817
650,66,1580,6.7705207
651,66,1210,6.6769385
652,66,3948,6.4713225
653,66,3751,6.454291
654,66,3114,6.4182096
655,66,3793,6.381324
656,66,3555,6.306724
657,66,260,6.2649255
658,66,2628,6.2601333
659,66,1270,6.1269617
660,67,912,8.235014
661,67,1225,7.445097
662,67,1230,7.2547655
663,67,919,7.127434
664,67,858,7.0243325
665,67,1234,6.9412985
666,67,923,6.936875
667,67,920,6.903883
668,67,527,6.899812
669,67,1304,6.89876
670,68,1265,6.8512225
671,68,2997,6.7610154
672,68,318,6.740102
673,68,527,6.6904445
674,68,912,6.644398
675,68,34,6.484454
676,68,1210,6.453948
677,68,356,6.406131
678,68,608,6.2973523
679,68,3114,6.279091
680,69,318,7.0012593
681,69,1094,6.610786
682,69,527,6.4883265
683,69,296,6.445426
684,69,608,6.423213
685,69,36,6.360815
686,69,2324,6.3398156
687,69,1393,6.168774
688,69,1213,6.118987
689,69,2396,6.0977607
690,70,2858,9.637635
691,70,2762,9.3044
692,70,2706,8.6971855
693,70,2710,8.675981
694,70,3005,8.544103
695,70,2881,8.1794815
696,70,2712,8.177661
697,70,2694,8.097008
698,70,3081,8.079006
699,70,3298,7.81953
700,71,3578,8.875183
701,71,2858,8.759759
702,71,3793,8.464296
703,71,3753,8.388298
704,71,2762,8.056701
705,71,3623,7.92985
706,71,589,7.7580686
707,71,3354,7.5350666
708,71,3408,7.5336056
709,71,1210,7.406949
710,72,318,6.474662
711,72,527,6.2849426
712,72,1704,6.1715946
713,72,1265,6.143854
714,72,2997,6.1215267
715,72,1393,6.0802307
716,72,3897,6.0759597
717,72,2396,6.0634456
718,72,2291,6.0008974
719,72,3408,5.942266
720,73,2571,9.576177
721,73,589,9.527925
722,73,1200,8.933541
723,73,1356,8.736463
724,73,2628,8.567834
725,73,3527,8.413625
726,73,260,8.230658
727,73,1240,8.213855
728,73,1214,8.09572
729,73,2167,7.912141
730,74,912,7.007478
731,74,527,6.8078346
732,74,1617,6.6768303
733,74,318,6.49497
734,74,1230,6.303906
735,74,908,6.182936
736,74,1193,6.130849
737,74,2997,6.0830107
738,74,923,5.9998894
739,74,1247,5.9718156
740,75,783,7.6227307
741,75,2096,7.3427877
742,75,1367,7.2666974
743,75,1688,7.2283053
744,75,1029,6.960111
745,75,2355,6.862805
746,75,2078,6.8100276
747,75,2092,6.8013067
748,75,594,6.7266045
749,75,3157,6.7217603
750,76,2997,7.3444695
751,76,3481,7.2278523
752,76,527,7.0630636
753,76,608,6.8689837
754,76,2028,6.836651
755,76,1617,6.7629585
756,76,3948,6.7502046
757,76,296,6.6410375
758,76,3751,6.5088487
759,76,2599,6.4513564
760,77,2683,8.984986
761,77,2688,8.333623
762,77,2605,8.283604
763,77,2710,8.121228
764,77,1911,7.8786755
765,77,2188,7.758843
766,77,3176,7.747768
767,77,3285,7.7055044
768,77,3623,7.6355042
769,77,3238,7.442277
770,78,838,6.055428
771,78,1569,5.8890314
772,78,1188,5.8815894
773,78,17,5.7547255
774,78,39,5.67132
775,78,1307,5.644085
776,78,2424,5.624084
777,78,497,5.526225
778,78,597,5.288176
779,78,1393,5.1862345
780,79,2858,9.832513
781,79,3578,9.028038
782,79,480,8.40409
