userID,itemID,rating,timestamp
4653,1980,5,1678385593
227,215,4,1701519774
4700,1866,4,1697504558
1089,1522,2,1686711477
3014,2371,5,1690396675
4945,2761,5,1692143259
5214,2244,1,1672715819
1078,99,2,1686568825
5731,1062,4,1682874805
2597,331,5,1677041821
4000,3721,3,1674796258
4234,3750,4,1684762269
3229,3326,4,1694122422
2768,3784,2,1700839020
433,772,5,1676339109
3382,1255,5,1691178937
5847,1940,2,1676111540
1163,1771,4,1689407211
5274,2845,2,1697702374
4196,2760,1,1691484074
4111,3677,4,1695699548
734,1943,4,1676299090
745,1303,4,1678371410
5875,1513,1,1690177466
5383,1371,5,1697780011
1283,1353,4,1687347993
541,2963,4,1696923938
4094,2801,4,1680067781
104,3806,4,1699373413
5867,2396,1,1683171627
5393,3633,1,1692959844
3840,3338,2,1676519304
481,1057,5,1700177193
3722,1291,1,1685067023
3092,2494,4,1681174163
75,564,5,1699072197
3493,432,3,1685477945
1892,1423,4,1675461870
385,226,4,1687549619
2041,3129,2,1679716338
2845,3484,5,1680189321
3950,683,5,1684367719
1126,3640,4,1698416727
2918,2307,4,1671245047
5369,2433,3,1683331661
3171,3729,3,1694223485
2549,3375,5,1678589705
995,1869,5,1677879103
4138,1179,4,1686516698
2053,552,4,1700129679
3538,2052,5,1671787531
2450,136,4,1697537425
202,3672,1,1673038937
4968,2770,5,1688634835
3350,3852,5,1679962517
142,1382,2,1680397557
2910,3830,3,1682839924
5263,2844,2,1680433512
4969,3323,2,1685120048
21,2201,4,1694885160
5486,2744,5,1701760698
1965,2255,3,1688090310
1794,721,5,1682134087
5018,1851,5,1673701588
2642,2006,4,1677726678
3658,1827,1,1679642849
5052,1980,4,1695911436
2067,2230,4,1698789777
5489,3258,1,1686118758
1133,2843,5,1689354686
4776,843,4,1676839500
3156,1018,5,1693998727
5710,2354,4,1688310593
3646,1621,3,1692890095
3941,1326,5,1697119077
5226,3711,3,1698952433
3230,3337,4,1689800211
4440,3441,4,1688468330
560,3257,3,1692473260
5626,2034,3,1682590112
4860,1622,1,1678684365
4863,1066,5,1676616219
1896,2502,2,1699718603
5622,454,5,1695949053
111,2071,5,1689303549
4071,854,5,1685620156
3655,2960,5,1699369076
5966,648,4,1688020951
5834,1514,5,1684555559
2520,2074,3,1701116423
1586,2789,4,1696496695
2451,3762,5,1673063714
5547,488,4,1701272073
583,3198,5,1680921958
2987,2758,4,1671704814
4062,247,1,1675936578
1318,3060,4,1678193441
5697,2899,1,1699691630
3387,3518,3,1688882205
2695,768,4,1697706023
1635,3373,3,1676123493
4567,3420,2,1684589321
4536,2025,4,1688078885
1219,2906,5,1678412122
3961,3710,4,1688970182
1645,973,2,1691134572
2494,1221,5,1674153930
663,108,4,1691343998
5085,1123,3,1685319995
1937,3663,4,1678195052
2302,2400,5,1690133041
1005,3461,5,1675468775
5871,654,5,1685475071
4292,3485,2,1695625387
1729,1299,4,1697346953
433,2006,5,1701699965
2574,3834,3,1692028461
1834,2265,3,1679841069
4545,1673,4,1694040970
5997,177,5,1688403547
1081,2405,2,1672438175
3244,1673,5,1700668899
153,3762,4,1691111824
5954,606,3,1696731215
1494,1212,1,1701135932
860,3464,3,1694853682
914,1151,4,1679311469
2221,3255,5,1690499303
5073,1172,4,1682086777
2528,2883,4,1687727085
3838,2474,5,1681059002
2360,1292,5,1699572650
1318,1527,5,1680574940
2392,1262,5,1679623016
4990,35,3,1684352681
2142,3041,1,1676697773
4777,958,5,1677801029
2585,915,4,1681473938
4521,2199,4,1690468649
3466,1427,1,1687127426
1090,3772,3,1672880493
2103,2910,3,1686628489
45,2111,4,1698622032
1635,2246,4,1690016814
979,3028,5,1686949972
3142,1465,4,1680479854
4102,829,5,1678284213
3852,3363,4,1692187003
1892,3316,5,1679426045
29,3347,4,1694206592
2149,1785,4,1677455904
2578,1282,4,1688740009
2156,690,4,1698054796
4187,1350,5,1690609089
