userID,itemID,rating,timestamp
3015,1833,2,1700577456
5394,2465,4,1691562570
4894,2323,5,1699959922
1997,1151,5,1676593838
4284,2148,5,1675138766
3859,3847,1,1682180726
3248,2073,2,1678257707
360,659,4,1671010945
3207,3084,5,1696491497
1284,568,4,1678611893
5195,409,3,1689827311
4742,2964,5,1677204097
814,2218,5,1693739781
4351,2938,5,1677108513
4150,3205,4,1676706140
5618,335,5,1696973352
2021,1887,4,1671997647
4514,2029,3,1672702580
459,566,4,1675781262
5845,3320,3,1684037990
4790,2442,4,1692490898
2559,2479,4,1698064133
2019,235,4,1680903897
5218,1099,4,1680287206
3090,167,4,1698359838
6006,2721,2,1684855258
1231,3277,3,1693858687
1528,3074,4,1695418218
4790,3690,5,1672945014
3054,1610,5,1682064334
3238,3941,5,1680488779
1824,217,5,1697601663
5023,3691,4,1692747683
4632,2749,4,1674961359
1245,714,4,1698451066
1110,632,4,1691612706
3339,625,5,1688611649
3496,3329,4,1679326221
865,2966,1,1692021102
3094,29,4,1678923085
5196,287,5,1671182096
5643,2544,4,1701194048
1835,599,5,1673499533
3516,3690,4,1684501288
3333,140,4,1697838932
5590,2723,4,1681455830
3984,3324,4,1681801198
4802,1366,4,1698513223
3644,1028,4,1698826558
906,639,5,1672910257
2075,357,3,1700366980
2414,160,5,1700399576
2498,407,3,1691026317
511,2829,4,1689767229
3796,3343,2,1692074623
5168,1148,5,1683036589
4349,147,5,1671213078
1878,857,4,1694226402
339,705,5,1683074945
5257,359,4,1690110894
644,2609,4,1678865500
1126,3830,5,1691219803
3482,3697,4,1670740507
207,1479,5,1677707503
1685,3207,1,1679865760
1880,1653,5,1700611835
5156,2613,4,1681359342
2942,2011,2,1676432749
1315,1073,5,1699762803
3240,2251,5,1700552723
1622,3124,2,1691522253
5904,2637,2,1696719887
4310,1814,1,1682048412
3993,3550,5,1687909879
5997,2962,4,1690573631
3032,1275,5,1674735301
5461,310,4,1695403906
1382,2575,5,1687802372
4000,2527,5,1689562825
3802,1884,5,1677600722
61,1647,2,1674585405
1922,1456,1,1699703245
2765,1321,1,1690699691
5124,506,5,1700028268
576,3361,5,1674367840
4757,610,1,1681453269
5494,70,4,1682931589
2483,1073,4,1684225334
5093,1911,3,1673659181
855,2923,3,1690298197
1938,2662,4,1696312765
3299,1860,5,1700770834
2420,269,1,1674776292
3125,2224,5,1700614051
1317,790,3,1689384159
4757,455,4,1693643940
2433,3946,3,1686791927
546,420,3,1677118930
4700,2647,4,1685702626
4144,2099,4,1694054331
1630,635,4,1671699645
673,3211,5,1672761861
3643,3151,5,1681533874
2618,61,4,1681169307
3745,507,4,1693312568
1948,1681,4,1682393739
476,290,4,1685784841
5182,1151,2,1680630639
