userID,itemID,rating,timestamp
3996,122,2,1692542024
5499,3762,5,1685305305
1799,2928,4,1677855826
1800,291,4,1684957263
3597,402,4,1678828902
3018,3565,1,1698908950
1790,2598,4,1673573488
2310,3239,5,1698966263
1708,2587,4,1679501912
4723,3839,5,1674802991
2144,1380,5,1689004411
2266,3280,5,1696445087
4647,3225,5,1686682299
452,1777,1,1677027719
149,2735,4,1698112420
2412,1325,4,1671062139
1675,3563,1,1701119781
2261,1414,5,1686849121
2656,3659,1,1679612769
5666,1401,5,1690093705
4365,2846,5,1696751148
258,3372,5,1698151823
1670,1415,4,1686402058
3479,1163,4,1701647710
1096,1669,5,1688707643
5477,3047,4,1693965623
268,3181,2,1699004278
45,2093,4,1681184981
3766,536,4,1680846039
513,556,4,1699003501
2295,3537,3,1691287390
4569,3550,1,1698933664
933,1347,4,1679262025
1023,1139,4,1685432281
1439,359,4,1701495510
3644,3349,4,1679084273
563,3649,2,1694018239
2773,3801,3,1691111401
5899,1756,5,1694259644
723,3241,5,1677631218
1198,3202,4,1687940881
476,2285,1,1685717857
1964,3746,1,1672477561
2497,3481,4,1691685632
2531,2975,4,1687678106
3165,2187,2,1680126209
1748,3419,3,1682506450
1130,1057,5,1699119524
5657,3356,5,1672199933
186,124,4,1681588327
2620,498,1,1687311496
675,413,3,1678987118
605,1399,5,1680272765
112,2889,4,1698372462
3983,3074,2,1698679184
3310,1693,5,1678528875
98,1441,4,1685604540
5214,1442,4,1701463197
256,3013,4,1675050409
1265,1326,5,1699781416
2095,1757,4,1683256423
3000,2077,4,1693784073
1559,3239,4,1697548095
4901,2500,4,1690196372
4178,3501,4,1694989049
2705,3919,4,1679508489
2556,1311,4,1672749322
3164,2591,4,1681636933
5057,56,3,1699177170
1749,2937,4,1693677648
822,584,1,1694283796
5305,584,5,1701484660
1949,1336,4,1682368836
1519,2255,2,1681562951
5554,1275,5,1684468414
484,2965,3,1673148018
5003,1635,4,1693072074
3121,3460,4,1693756165
5380,165,3,1684146822
3551,1534,4,1686325058
1317,1969,2,1688445739
1226,380,4,1683373748
4186,2233,3,1701613242
2488,1855,4,1701330043
4733,2716,4,1689862751
4712,2678,4,1677445415
4966,92,5,1676037456
2845,3540,4,1681680913
2395,2968,3,1698849522
5401,1563,5,1695963590
2356,1284,5,1687859871
677,572,2,1695663388
2242,578,5,1675808438
1179,2127,4,1696694582
3944,3273,4,1698305431
1430,359,2,1678176388
615,174,1,1689803349
997,2340,4,1682497544
3115,48,2,1697754472
4512,1594,2,1694765702
689,3759,4,1692848637
4954,1355,3,1698464984
5463,854,4,1695635533
1863,18,2,1683050661
