userID,itemID,rating,timestamp
5817,633,1,1675502499
4834,2340,4,1673846739
3562,1462,4,1672341710
2129,1694,2,1681887624
5753,1041,3,1695543692
5927,435,4,1702116594
2755,1739,5,1687908337
141,1261,4,1695594821
1571,777,4,1691630775
5500,1327,4,1700647390
3139,40,5,1673012504
2777,3066,5,1671542769
5940,909,5,1690754485
2488,5,5,1688923880
4717,2313,2,1682170094
3623,2699,5,1696806235
3630,3904,1,1698051973
3983,381,2,1679027386
682,3591,2,1687929600
293,1584,2,1683072826
4143,3209,2,1677233124
401,1965,2,1686761538
4960,1698,3,1689464384
3470,800,4,1670860047
836,537,4,1683693152
2297,2540,5,1682911470
5577,1738,5,1682196381
506,2150,5,1679841984
2712,408,4,1700968709
2869,1662,4,1694778474
1740,2004,2,1690765693
4695,1498,4,1682434443
5659,1918,2,1686630615
1548,1393,5,1695164253
3003,340,2,1689977145
1957,537,5,1678594610
5815,3660,4,1700131698
3105,3880,5,1691663216
2960,1245,1,1694761507
3508,3069,1,1677648071
534,3348,2,1698624671
2392,3844,5,1672505834
318,3879,2,1689675985
5435,225,2,1675384359
3077,3502,1,1689927361
2828,3687,2,1700562058
2354,2804,5,1672690263
189,3370,4,1699204773
4432,1528,1,1682177857
2451,92,4,1672361706
5213,1964,4,1686358206
2126,2182,4,1700974252
5956,3828,2,1692301502
501,3531,5,1692399873
5323,2488,4,1672995783
3862,2047,4,1683437222
1933,565,5,1687288025
532,3377,1,1683721804
4411,251,2,1680383239
4030,1604,1,1684536660
2308,795,4,1696403755
5904,1092,4,1699723752
1455,1151,4,1689658683
5938,1298,2,1687224231
1002,564,5,1675831031
5177,2542,5,1694131205
4401,3432,4,1673803682
2414,1471,4,1677273605
5245,1899,4,1693496075
183,796,1,1675186985
134,2917,5,1684891108
3953,2827,3,1698190784
126,1498,4,1679629823
1352,3468,1,1689580327
2756,1577,3,1686428109
2642,2804,1,1700210407
4914,337,4,1674622704
671,990,5,1681065465
4680,2838,2,1688515494
3065,2577,2,1682915433
5513,2428,4,1683003578
3665,365,4,1698987987
4717,1482,4,1672659280
3016,1108,4,1685615302
4804,1280,4,1689659547
3743,997,5,1700018676
2481,1715,5,1699969268
4728,3036,4,1687069254
5884,1739,5,1681489519
2375,994,5,1679424289
5727,2168,2,1700948752
4922,2868,2,1695988943
2283,572,4,1697654325
1364,1006,4,1680779024
1810,177,5,1680363135
5510,2181,4,1682755166
5505,1859,4,1679180416
5374,2578,4,1698418803
3002,2563,5,1697377208
4599,3595,5,1691547713
4119,1740,1,1673164036
2524,2661,4,1672060741
5909,2355,3,1697587791
5835,981,4,1677027554
4903,1816,1,1689613081
2357,2067,2,1699144791
742,1697,3,1677549158
2200,2989,4,1681900930
3960,3783,5,1681802679
3428,2097,1,1683824772
1274,972,1,1674978556
2998,1669,1,1684582147
2862,1171,4,1685318764
5334,639,2,1693053998
601,3084,4,1676712175
4391,2056,4,1702029385
6005,3938,5,1693377992
606,3574,2,1681094220
4244,2698,2,1696450763
1908,1146,5,1687985052
428,1551,4,1676410017
4741,3943,5,1686338699
452,636,2,1680311466
2661,1628,1,1694706324
4471,3021,4,1672033848
3920,3113,4,1676020242
1412,3291,5,1697521430
5432,2100,5,1684331184
3337,950,5,1698616255
3575,1679,4,1676763212
3434,2742,3,1698249090
2512,2040,1,1675963476
1935,2994,4,1701038199
5911,3376,1,1671825662
2144,3792,4,1680044233
5003,1601,4,1686288545
5141,2093,4,1683071957
4562,2382,4,1677547161
2221,2265,4,1690508172
2336,2439,1,1699165206
4420,1636,1,1698053284
5971,1131,4,1696829902
1828,1204,5,1685032071
5972,1190,4,1686428001
6022,3690,5,1682892380
3412,1758,1,1701194396
4090,3642,5,1691674888
3749,3526,4,1682843439
2583,3819,4,1674790139
6037,2051,4,1690840571
2260,1760,4,1691945840
4158,1365,4,1692965638
3389,1795,4,1677686313
5613,1303,4,1686324261
5218,3421,1,1697702329
1156,2580,5,1677374731
1919,1979,5,1699785854
2004,2096,3,1697292469
1584,443,4,1675125405
586,1122,2,1674058979
252,2783,5,1688130407
5050,721,4,1697693854
5298,845,5,1691406629
2596,3928,2,1700780711
3852,3084,4,1680357473
4334,2331,5,1693885515
5306,516,4,1672581265
1858,3139,4,1676949490
2461,2338,4,1686232122
5545,3014,5,1692463186
1840,2237,3,1683908228
