userID,itemID,prediction
1,2858,8.555057
1,2396,8.064768
1,1210,7.603549
1,1265,7.449457
1,34,7.336277
1,356,7.2119484
1,3114,7.161866
1,1196,7.070401
1,912,6.997705
1,318,6.76113
2,2028,8.238283
2,1196,8.09842
2,260,7.932372
2,480,7.5971007
2,527,7.541786
2,858,7.5389132
2,608,7.2600384
2,1240,7.2378187
2,1617,7.1071844
2,296,7.0869536
3,1240,7.1038017
3,589,6.825289
3,2571,6.747915
3,1214,6.665269
3,2628,6.605805
3,1097,6.589909
3,1200,6.4151216
3,2916,6.41384
3,1374,6.3783784
3,2028,6.233181
4,589,4.639074
4,1200,4.16615
4,541,4.013955
4,2529,3.8580894
4,2288,3.813735
4,3703,3.7475448
4,2571,3.742394
4,480,3.7255714
4,2916,3.6923
4,2160,3.5729668
5,2396,6.2704353
5,2762,6.166914
5,527,6.128223
5,223,5.7386684
5,3481,5.570302
5,2336,5.4706635
5,1358,5.4532523
5,2395,5.4435277
5,36,5.4046674
5,3160,5.39237
6,539,3.6767695
6,2424,3.3507257
6,1265,3.3083
6,597,3.270207
6,2671,3.2356808
6,11,3.2153797
6,356,3.2089806
6,1307,3.1349955
6,587,3.134274
6,1,3.1150947
7,2858,5.6888657
7,589,4.7013903
7,2571,4.6349688
7,480,4.5873313
7,593,4.5823956
7,1617,4.5383945
7,608,4.5158143
7,527,4.379957
7,2997,4.3632975
7,296,4.354797
8,1704,6.151565
8,318,5.9477572
8,1393,5.8050933
8,608,5.6033916
8,593,5.581821
8,1784,5.514108
8,50,5.328347
8,2396,5.281068
8,356,5.2289724
8,110,5.171796
9,2997,7.7710037
9,593,7.4133077
9,608,7.4132977
9,110,7.357187
9,2396,7.2547646
9,296,7.251375
9,50,6.973406
9,3481,6.9108634
9,356,6.892127
9,3578,6.861669
10,1097,8.257952
10,480,7.3885202
10,2080,7.365732
10,1580,7.2548594
10,1073,7.249467
10,1265,7.2305803
10,34,6.9699497
10,364,6.817111
10,3671,6.7824125
10,2987,6.7665796
11,2396,6.150421
11,39,5.7387815
11,1784,5.6889176
11,34,5.538198
11,1,5.5212145
11,1393,5.4181147
11,3255,5.16212
11,1641,5.1511497
11,2302,5.150152
11,608,5.071086
12,2858,4.4968777
12,260,4.213854
12,2028,3.9565623
12,1196,3.8303754
12,1210,3.759941
12,1617,3.6798685
12,912,3.673047
12,1230,3.5512092
12,527,3.5472295
12,908,3.5428193
13,2916,7.0557737
13,1196,6.943862
13,1240,6.7887173
13,1356,6.390859
13,2028,6.31936
13,1200,6.204618
13,1214,6.033266
13,733,5.840335
13,1036,5.7434487
13,377,5.63398
14,2997,4.230656
14,2710,3.967003
14,2762,3.878179
14,2706,3.782692
14,2716,3.7585063
14,2683,3.708334
14,2908,3.672559
14,3176,3.668476
14,2712,3.5449286
14,2599,3.5261176
15,2028,8.460854
15,480,8.167686
15,110,8.138561
15,589,7.7890654
15,1580,7.6998467
15,2628,7.6991467
15,2699,7.243304
15,733,7.230155
15,3623,7.2275968
15,527,7.139301
16,2683,4.896757
16,2710,4.660459
16,2688,4.575626
16,3005,4.313625
16,2716,4.2995553
16,2605,4.214534
16,2694,4.1514544
16,2881,4.091314
16,2706,4.085293
16,2719,4.077775
17,589,8.8866
17,2571,8.324588
17,2858,7.862381
17,1210,7.5511885
17,2628,7.5023584
17,1240,7.3827434
17,2028,7.336821
17,1617,7.175475
17,110,6.9717937
17,1198,6.798192
18,356,7.598496
18,1265,7.584761
18,480,7.488499
18,1197,7.4630613
18,260,7.443006
18,1270,7.2451763
18,2571,7.233627
18,2628,7.072158
18,587,6.9690266
18,2028,6.9414406
19,260,8.1679125
19,1580,7.5655303
19,2571,7.244926
19,2858,7.1887565
19,1240,6.8248825
19,1127,6.8049726
19,2716,6.581858
19,1544,6.491593
19,110,6.404384
19,2916,6.3235073
20,260,6.5837774
20,480,6.3946013
20,1210,6.375802
20,1196,6.280267
20,858,6.0125875
20,2571,5.8608713
20,593,5.824603
20,1198,5.741931
20,527,5.7331767
20,2628,5.6041512
21,3175,4.660717
21,2683,4.651334
21,2699,4.5130963
21,2628,4.3376875
21,3793,4.2579536
21,2706,4.15851
21,1127,4.1520476
21,1580,4.104485
21,2694,4.092581
21,2723,4.086517
22,1,6.4000335
22,356,6.323852
22,589,6.245301
22,2571,6.1036267
22,1270,5.9218526
22,1377,5.7690315
22,1777,5.7295313
22,588,5.6314883
22,2028,5.592676
22,788,5.5777216
23,1210,8.490983
23,2028,8.47496
23,608,8.175576
23,593,8.151627
23,1198,7.945698
23,1097,7.900282
23,110,7.850147
23,296,7.7631197
23,527,7.720246
23,1270,7.714119
24,2396,7.185898
24,356,6.9746614
24,34,6.950875
24,1,6.8949814
24,593,6.731377
24,1210,6.4616456
24,1196,6.395579
24,1259,6.2990766
24,2997,6.2258873
24,357,6.1499753
25,480,7.6296515
25,589,7.515209
25,2571,7.3055778
25,2858,7.0793653
25,1127,6.496163
25,1240,6.4117923
25,2916,6.325944
25,1214,6.228925
25,3578,6.1457505
25,1097,6.0773635
26,587,7.499682
26,597,6.949732
26,1265,6.858622
26,1,6.491114
26,2671,6.391999
26,2302,6.128009
26,339,6.002144
26,141,5.920781
26,357,5.908435
26,543,5.899673
27,858,6.9117107
27,1230,6.5380764
27,1196,6.4678497
27,919,6.3542957
27,1193,6.298726
27,1304,6.2527437
27,1210,6.2508955
27,969,6.044904
27,924,5.9881897
27,1221,5.90249
28,858,6.4626365
28,608,6.4018807
28,912,6.2787175
28,260,6.003742
28,2028,5.975253
28,1617,5.9673266
28,908,5.8495984
28,919,5.780221
28,1210,5.7322664
28,296,5.7040367
29,260,7.8482356
29,1214,7.653465
29,858,6.7072973
29,3702,6.6891932
29,3703,6.546211
29,2028,6.260342
29,1610,6.2550826
29,1221,6.175541
29,924,6.154945
29,1097,6.1545167
30,318,4.6731358
30,2908,4.0752883
30,2396,4.0618668
30,2959,4.0135436
30,3897,3.993489
30,3578,3.9654331
30,3481,3.9282675
30,110,3.903319
30,3160,3.8196383
30,858,3.8113935
31,919,6.0966563
31,3421,5.504186
31,1079,5.4906816
31,1394,5.4284306
31,1028,5.37254
31,2791,5.362294
31,1278,5.361014
31,1294,5.262431
31,969,5.2161603
31,1269,5.1952424
32,2858,8.687685
32,2997,6.6148515
32,3481,6.4649587
32,593,6.102181
32,2396,6.065302
32,318,6.0474076
32,2028,6.034841
32,527,6.013894
32,110,5.8501854
32,3897,5.774254
33,858,6.404121
33,541,5.7583647
33,608,5.7312145
33,593,5.6814213
33,1219,5.6039925
33,1617,5.583006
33,750,5.5720105
33,1193,5.5709295
33,924,5.5535436
33,2028,5.4228363
34,1265,6.2231812
34,356,6.0581555
34,2858,5.9957995
34,1784,5.5546994
34,1777,5.541517
34,1517,5.3794794
34,588,5.371599
34,2797,5.1694026
34,1580,5.1693225
34,3255,5.1683702
35,1304,5.536771
35,1244,5.4914365
35,898,5.337655
35,899,5.3181715
35,858,5.3136873
35,1307,5.2479596
35,920,5.1488914
35,1265,5.1110077
35,34,5.0316978
35,1296,5.0313225
36,593,8.7330885
36,110,8.348444
36,1617,8.255838
36,1198,8.024772
36,2628,8.012634
36,318,7.9859295
36,1265,7.8744063
36,2997,7.8346243
36,1097,7.7816358
36,2762,7.574356
37,1,5.2241254
37,356,5.2126584
37,588,5.167961
37,2858,5.007569
37,34,4.7772474
37,1580,4.617412
37,2291,4.5515976
37,597,4.5449533
37,1270,4.5189204
37,539,4.5053444
38,597,6.263557
38,1265,6.2072334
38,2424,6.113801
38,1569,6.005176
38,1784,5.9977202
38,11,5.9765687
38,356,5.82429
38,588,5.80268
38,2396,5.770564
38,3255,5.667653
39,2683,6.267762
39,3408,6.193461
39,2688,5.800489
39,3578,5.796192
39,2770,5.6876683
39,3176,5.6768646
39,2881,5.4712186
39,2599,5.458126
39,2605,5.437172
39,2336,5.424914
40,1374,4.981491
40,2529,4.8337045
40,1240,4.823746
40,1375,4.815982
40,2105,4.6468883
40,1019,4.5989785
40,1200,4.5603375
40,2947,4.396609
40,1214,4.3954344
40,1287,4.3702693
41,2858,5.5691223
41,2997,4.6303787
41,2028,4.618248
41,2628,4.604397
41,2571,4.582549
41,2396,4.515619
41,1210,4.4788766
41,260,4.4775724
41,480,4.4664803
41,3175,4.461519
42,1240,10.083303
42,260,9.642049
42,2916,9.379005
42,1196,9.35249
42,1374,9.179317
42,2529,8.604865
42,780,8.23419
42,1270,7.900724
42,316,7.7200727
42,1676,7.5694947
43,2683,6.0617433
43,2706,5.6783977
